TableName,ColumnName,DataType,IsMetricOrDimension,ColumnDescription
av_completed_tasks_v2,MSCPublisherPlayCheckVideoBandwidthP90,Float32,Metric,EMPTY
av_completed_tasks_v2,MSCPublisherPlayCheckRTTP90,Float32,Metric,EMPTY
av_completed_tasks_v2,OUID,String,Dimension,EMPTY
av_completed_tasks_v2,TaskID,String,Dimension,EMPTY
av_completed_tasks_v2,AVSessionID,String,Dimension,EMPTY
av_completed_tasks_v2,CallCompletedAt,DateTime,Dimension,EMPTY
av_completed_tasks_v2,AccountID,String,Dimension,EMPTY
av_completed_tasks_v2,Action,"Enum8('verified' = 1, 'rejected' = 2, 'unable_to_verify' = 3)",Dimension,EMPTY
av_completed_tasks_v2,Reason,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ReasonCategory,"Nullable(Enum8('business' = 1, 'technical' = 2))",Dimension,EMPTY
av_completed_tasks_v2,ActionLabel,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,MSCRoomID,String,Dimension,EMPTY
av_completed_tasks_v2,CustomerParticipantID,String,Dimension,EMPTY
av_completed_tasks_v2,OperatorParticipantID,String,Dimension,EMPTY
av_completed_tasks_v2,OperatorEmail,String,Dimension,EMPTY
av_completed_tasks_v2,CallStartedAt,DateTime,Dimension,EMPTY
av_completed_tasks_v2,MSCInstanceGroup,String,Dimension,EMPTY
av_completed_tasks_v2,MSCTerminateParticipantsOn,String,Dimension,EMPTY
av_completed_tasks_v2,InsertedAt,Nullable(DateTime),Dimension,EMPTY
av_completed_tasks_v2,Universe,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,CaptureSessionID,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,PackageID,Nullable(UUID),Dimension,EMPTY
av_completed_tasks_v2,ProfileID,Nullable(UUID),Dimension,EMPTY
av_completed_tasks_v2,SkillConfig,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,CaptureID,Nullable(UUID),Dimension,EMPTY
av_completed_tasks_v2,AllocationSkills,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ProfileTag,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,Remarks,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ClientVersion,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ClientEngineVersion,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ClientName,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,ClientType,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,DeviceModel,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,DeviceType,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,DeviceBrand,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,OSName,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,OSFamily,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,BrowserFamily,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,OSPlatform,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,OSVersion,Nullable(String),Dimension,EMPTY
av_completed_tasks_v2,CustomerPublishCheckParticipantID,Nullable(UUID),Dimension,EMPTY
av_completed_tasks_v2,MSCPublisherCheckParticipantID,Nullable(UUID),Dimension,EMPTY
av_missed_and_declined_calls_summary,PickupTAT,Nullable(Int32),Metric,EMPTY
av_missed_and_declined_calls_summary,OUID,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,TaskID,UUID,Dimension,EMPTY
av_missed_and_declined_calls_summary,ProfileID,UUID,Dimension,EMPTY
av_missed_and_declined_calls_summary,AVSessionID,UUID,Dimension,EMPTY
av_missed_and_declined_calls_summary,Timestamp,DateTime64(3),Dimension,EMPTY
av_missed_and_declined_calls_summary,EventType,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,OperatorEmail,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,PackageID,UUID,Dimension,EMPTY
av_missed_and_declined_calls_summary,CallAcceptedTimestamp,Nullable(DateTime64(3)),Dimension,EMPTY
av_missed_and_declined_calls_summary,OperatorAcceptedCallEmail,Nullable(String),Dimension,EMPTY
av_missed_and_declined_calls_summary,SkillConfig,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,QueueName,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,Universe,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,AppVSN,String,Dimension,EMPTY
av_missed_and_declined_calls_summary,InsertedAt,DateTime64(3),Dimension,EMPTY
av_operator_action,OUID,String,Dimension,EMPTY
av_operator_action,TaskID,UUID,Dimension,EMPTY
av_operator_action,AVSessionID,UUID,Dimension,EMPTY
av_operator_action,AccountID,UUID,Dimension,EMPTY
av_operator_action,Action,String,Dimension,EMPTY
av_operator_action,Reason,Nullable(String),Dimension,EMPTY
av_operator_action,ReasonCategory,Nullable(String),Dimension,EMPTY
av_operator_action,Timestamp,DateTime64(3),Dimension,EMPTY
av_operator_action,AppVSN,String,Dimension,EMPTY
av_operator_action,Universe,String,Dimension,EMPTY
av_operator_action,EID,UUID,Dimension,EMPTY
av_operator_action,InsertedAt,DateTime64(3),Dimension,EMPTY
av_operator_action,ActionLabel,Nullable(String),Dimension,EMPTY
av_operator_action,Remarks,Nullable(String),Dimension,EMPTY
av_operator_activity_stats,ToggleOntimeMS,Int64,Metric,EMPTY
av_operator_activity_stats,InCallTimeMS,Int64,Metric,EMPTY
av_operator_activity_stats,SuspendedTimeMS,Int64,Metric,EMPTY
av_operator_activity_stats,AllocatedTimeMS,Nullable(Int64),Metric,EMPTY
av_operator_activity_stats,OUID,String,Dimension,EMPTY
av_operator_activity_stats,AccountID,UUID,Dimension,EMPTY
av_operator_activity_stats,Universe,Nullable(String),Dimension,EMPTY
av_operator_activity_stats,AppVSN,Nullable(String),Dimension,EMPTY
av_operator_activity_stats,Email,Nullable(String),Dimension,EMPTY
av_operator_activity_stats,Location,Nullable(String),Dimension,EMPTY
av_operator_activity_stats,InsertedAt,DateTime64(3),Dimension,EMPTY
av_operator_activity_stats,Timestamp,DateTime64(3),Dimension,EMPTY
av_operator_activity_stats,IdleTimeMS,Int64,Dimension,EMPTY
av_operator_activity_stats,FirstToggleOn,Nullable(DateTime64(3)),Dimension,EMPTY
av_operator_activity_stats,LastToggleOff,Nullable(DateTime64(3)),Dimension,EMPTY
av_operator_activity_stats,LastState,String,Dimension,EMPTY
av_operator_activity_stats,ShiftToggleOn,Nullable(DateTime64(3)),Dimension,EMPTY
av_operator_events,Universe,Nullable(String),Dimension,EMPTY
av_operator_events,OUID,String,Dimension,EMPTY
av_operator_events,EID,UUID,Dimension,EMPTY
av_operator_events,AuthSessionID,UUID,Dimension,EMPTY
av_operator_events,LoggerSessionID,Nullable(UUID),Dimension,EMPTY
av_operator_events,OperatorSessionID,Nullable(UUID),Dimension,EMPTY
av_operator_events,AccountID,UUID,Dimension,EMPTY
av_operator_events,Timestamp,DateTime64(3),Dimension,EMPTY
av_operator_events,EventName,String,Dimension,EMPTY
av_operator_events,InsertedAt,DateTime,Dimension,EMPTY
av_operator_events,Reason,Nullable(String),Dimension,EMPTY
av_operator_events_view,Universe,Nullable(String),Dimension,EMPTY
av_operator_events_view,OUID,String,Dimension,EMPTY
av_operator_events_view,EID,Nullable(UUID),Dimension,EMPTY
av_operator_events_view,AuthSessionID,UUID,Dimension,EMPTY
av_operator_events_view,LoggerSessionID,Nullable(UUID),Dimension,EMPTY
av_operator_events_view,OperatorSessionID,Nullable(UUID),Dimension,EMPTY
av_operator_events_view,AccountID,UUID,Dimension,EMPTY
av_operator_events_view,Timestamp,DateTime64(3),Dimension,EMPTY
av_operator_events_view,EventName,String,Dimension,EMPTY
av_operator_events_view,Reason,Nullable(String),Dimension,EMPTY
av_operator_events_view,InsertedAt,DateTime,Dimension,EMPTY
av_operator_funnel_sequence,Event,String,Dimension,EMPTY
av_operator_funnel_sequence,NextEvent,String,Dimension,EMPTY
av_operator_hourly_stats,CallsAllocatedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsAcceptedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsNoActionCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsDeclinedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsCompletedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsVerifiedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsRejectedCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsUTVCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsUTVBusinessCount,Int16,Metric,EMPTY
av_operator_hourly_stats,CallsUTVTechnicalCount,Int16,Metric,EMPTY
av_operator_hourly_stats,InCallTime,Int32,Metric,EMPTY
av_operator_hourly_stats,OutgoingBitrateAvg,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,IncomingBitrateAvg,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,OutgoingBitrateP90,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,IncomingBitrateP90,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,InputAudioLevelP90,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,OutputAudioLevelP90,Nullable(Float32),Metric,EMPTY
av_operator_hourly_stats,MSReconnectCount,Int16,Metric,EMPTY
av_operator_hourly_stats,MSAutoReconnectCount,Int16,Metric,EMPTY
av_operator_hourly_stats,MSManualReconnectCount,Int16,Metric,EMPTY
av_operator_hourly_stats,OUID,String,Dimension,EMPTY
av_operator_hourly_stats,AccountID,String,Dimension,EMPTY
av_operator_hourly_stats,EmailID,String,Dimension,EMPTY
av_operator_hourly_stats,Location,Nullable(String),Dimension,EMPTY
av_operator_hourly_stats,WindowStartTimestamp,DateTime,Dimension,EMPTY
av_operator_hourly_stats,WindowEndTimestamp,DateTime,Dimension,EMPTY
av_operator_hourly_stats,InsertedAt,DateTime,Dimension,EMPTY
av_operator_hourly_stats,Universe,Nullable(String),Dimension,EMPTY
av_operator_state,OUID,String,Dimension,EMPTY
av_operator_state,OperatorSessionID,UUID,Dimension,EMPTY
av_operator_state,AccountID,UUID,Dimension,EMPTY
av_operator_state,State,String,Dimension,EMPTY
av_operator_state,QueueName,Nullable(String),Dimension,EMPTY
av_operator_state,Timestamp,DateTime64(3),Dimension,EMPTY
av_operator_state,AppVSN,String,Dimension,EMPTY
av_operator_state,Universe,String,Dimension,EMPTY
av_operator_state,EID,UUID,Dimension,EMPTY
av_operator_state,InsertedAt,DateTime64(3),Dimension,EMPTY
av_ou_skills_master,OUID,String,Dimension,EMPTY
av_ou_skills_master,SkillName,String,Dimension,EMPTY
av_ou_skills_master,SkillValue,String,Dimension,EMPTY
av_ou_skills_master,Timestamp,DateTime64(3),Dimension,EMPTY
av_ou_skills_master,InsertedAt,DateTime64(3),Dimension,EMPTY
av_ou_skills_master,Universe,Nullable(String),Dimension,EMPTY
av_queue_master,Active,UInt8,Metric,EMPTY
av_queue_master,OUID,String,Dimension,EMPTY
av_queue_master,QueueID,String,Dimension,EMPTY
av_queue_master,Label,String,Dimension,EMPTY
av_queue_master,Timestamp,DateTime64(3),Dimension,EMPTY
av_queue_master,UpdatedByAccountID,String,Dimension,EMPTY
av_queue_master,UpdatedByEmail,String,Dimension,EMPTY
av_queue_master,AppVSN,String,Dimension,EMPTY
av_queue_master,LogVersion,String,Dimension,EMPTY
av_queue_master,InsertedAt,DateTime64(3),Dimension,EMPTY
av_queue_master,Universe,String,Dimension,EMPTY
av_queue_master,EID,String,Dimension,EMPTY
av_reconnect_details,ReconnectTAT,Int64,Metric,EMPTY
av_reconnect_details,GetUserMediaTAT,Nullable(Int64),Metric,EMPTY
av_reconnect_details,OUID,String,Dimension,EMPTY
av_reconnect_details,TaskID,UUID,Dimension,EMPTY
av_reconnect_details,RoomID,UUID,Dimension,EMPTY
av_reconnect_details,MSRoomID,String,Dimension,EMPTY
av_reconnect_details,ReconnectType,String,Dimension,EMPTY
av_reconnect_details,ReconnectReason,Nullable(String),Dimension,EMPTY
av_reconnect_details,BackgroundStatus,Nullable(String),Dimension,EMPTY
av_reconnect_details,Source,String,Dimension,EMPTY
av_reconnect_details,Destination,String,Dimension,EMPTY
av_reconnect_details,Universe,String,Dimension,EMPTY
av_reconnect_details,Timestamp,DateTime64(3),Dimension,EMPTY
av_reconnect_details,InsertedAt,DateTime64(3),Dimension,EMPTY
av_session_meta,Assigned,Int8,Metric,EMPTY
av_session_meta,OUID,String,Dimension,EMPTY
av_session_meta,TaskID,String,Dimension,EMPTY
av_session_meta,AVSessionID,String,Dimension,EMPTY
av_session_meta,CaptureSessionID,String,Dimension,EMPTY
av_session_meta,QueueName,String,Dimension,EMPTY
av_session_meta,EID,String,Dimension,EMPTY
av_session_meta,Timestamp,DateTime64(3),Dimension,EMPTY
av_session_meta,InsertedAt,DateTime64(3),Dimension,EMPTY
av_session_meta,AppVSN,String,Dimension,EMPTY
av_session_meta,Universe,Nullable(String),Dimension,EMPTY
av_session_meta,ProfileID,Nullable(String),Dimension,EMPTY
av_session_meta,PackageID,Nullable(String),Dimension,EMPTY
av_session_queue_wait_time_summary,WaitTime,Int32,Metric,EMPTY
av_session_queue_wait_time_summary,OUID,String,Dimension,EMPTY
av_session_queue_wait_time_summary,TaskID,UUID,Dimension,EMPTY
av_session_queue_wait_time_summary,ProfileID,UUID,Dimension,EMPTY
av_session_queue_wait_time_summary,AVSessionID,UUID,Dimension,EMPTY
av_session_queue_wait_time_summary,LastEventTimestamp,DateTime64(3),Dimension,EMPTY
av_session_queue_wait_time_summary,PackageID,UUID,Dimension,EMPTY
av_session_queue_wait_time_summary,EventType,String,Dimension,EMPTY
av_session_queue_wait_time_summary,Skills,Array(String),Dimension,EMPTY
av_session_queue_wait_time_summary,CaptureSessionID,String,Dimension,EMPTY
av_session_queue_wait_time_summary,QueueName,String,Dimension,EMPTY
av_session_queue_wait_time_summary,Timestamp,DateTime64(3),Dimension,EMPTY
av_session_queue_wait_time_summary,Universe,String,Dimension,EMPTY
av_session_queue_wait_time_summary,AppVSN,String,Dimension,EMPTY
av_session_queue_wait_time_summary,ProfileTag,Nullable(String),Dimension,EMPTY
av_session_queue_wait_time_summary,InsertedAt,DateTime64(3),Dimension,EMPTY
av_utv_tasks_metadata,CustomerAudioUploadEnergyP50,Nullable(Float32),Metric,EMPTY
av_utv_tasks_metadata,CustomerAudioDownloadEnergyP50,Nullable(Float32),Metric,EMPTY
av_utv_tasks_metadata,AgentAudioUploadEnergyP50,Nullable(Float32),Metric,EMPTY
av_utv_tasks_metadata,AgentAudioDownloadEnergyP50,Nullable(Float32),Metric,EMPTY
av_utv_tasks_metadata,IsPopupShown,Int8,Metric,EMPTY
av_utv_tasks_metadata,IsPopupClicked,Int8,Metric,EMPTY
av_utv_tasks_metadata,CustomerMSCPublishResult,Nullable(Int8),Metric,EMPTY
av_utv_tasks_metadata,CustomerMSCHealthCheckResult,Nullable(Int8),Metric,EMPTY
av_utv_tasks_metadata,CustomerPublishCheckAudioLevelP50,Nullable(Float32),Metric,EMPTY
av_utv_tasks_metadata,OUID,String,Dimension,EMPTY
av_utv_tasks_metadata,TaskID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,ProfileID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,AccountID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,AVSessionID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,CustomerParticipantID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,AgentParticipantID,UUID,Dimension,EMPTY
av_utv_tasks_metadata,Reason,String,Dimension,EMPTY
av_utv_tasks_metadata,Timestamp,DateTime64(3),Dimension,EMPTY
av_utv_tasks_metadata,CustomerAudioUploadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerAudioDownloadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,AgentAudioUploadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,AgentAudioDownloadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerAudioIssue,String,Dimension,EMPTY
av_utv_tasks_metadata,AgentAudioIssue,String,Dimension,EMPTY
av_utv_tasks_metadata,CustomerClientName,Nullable(String),Dimension,EMPTY
av_utv_tasks_metadata,CustomerClientVersion,Nullable(String),Dimension,EMPTY
av_utv_tasks_metadata,CustomerOSName,Nullable(String),Dimension,EMPTY
av_utv_tasks_metadata,CustomerOSVersion,Nullable(String),Dimension,EMPTY
av_utv_tasks_metadata,Universe,Nullable(String),Dimension,EMPTY
av_utv_tasks_metadata,InsertedAt,DateTime64(3),Dimension,EMPTY
av_utv_tasks_metadata,CustomerVideoUploadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerVideoDownloadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,AgentVideoUploadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,AgentVideoDownloadBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerVideoIssue,String,Dimension,EMPTY
av_utv_tasks_metadata,AgentVideoIssue,String,Dimension,EMPTY
av_utv_tasks_metadata,CustomerBandwidthCheckAvgTAT,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerBandwidthCheckSuccessCount,Nullable(Int8),Dimension,EMPTY
av_utv_tasks_metadata,CustomerBandwidthCheckFailureCount,Nullable(Int8),Dimension,EMPTY
av_utv_tasks_metadata,CustomerPublishCheckAudioBandwidthP50,Nullable(Float32),Dimension,EMPTY
av_utv_tasks_metadata,CustomerPublishCheckVideoBandwidthP50,Nullable(Float32),Dimension,EMPTY
capture_autoplay_events,OUID,String,Dimension,EMPTY
capture_autoplay_events,TaskID,UUID,Dimension,EMPTY
capture_autoplay_events,RoomID,Nullable(UUID),Dimension,EMPTY
capture_autoplay_events,Event,String,Dimension,EMPTY
capture_autoplay_events,AppVSN,String,Dimension,EMPTY
capture_autoplay_events,EID,UUID,Dimension,EMPTY
capture_autoplay_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_autoplay_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_autoplay_events,ProfileID,UUID,Dimension,EMPTY
capture_autoplay_events,CaptureID,UUID,Dimension,EMPTY
capture_autoplay_events,AVSessionID,UUID,Dimension,EMPTY
capture_autoplay_events,CaptureSessionID,UUID,Dimension,EMPTY
capture_autoplay_events,FTimestamp,Nullable(DateTime64(3)),Dimension,EMPTY
capture_bandwidth_check_executed,TAT,UInt16,Metric,EMPTY
capture_bandwidth_check_executed,Attempt,UInt8,Metric,EMPTY
capture_bandwidth_check_executed,OUID,String,Dimension,EMPTY
capture_bandwidth_check_executed,AVTaskID,UUID,Dimension,EMPTY
capture_bandwidth_check_executed,RoomID,Nullable(UUID),Dimension,EMPTY
capture_bandwidth_check_executed,ProfileID,UUID,Dimension,EMPTY
capture_bandwidth_check_executed,CaptureSessionID,UUID,Dimension,EMPTY
capture_bandwidth_check_executed,ParticipantID,UUID,Dimension,EMPTY
capture_bandwidth_check_executed,CaptureID,Nullable(UUID),Dimension,EMPTY
capture_bandwidth_check_executed,Status,String,Dimension,EMPTY
capture_bandwidth_check_executed,Error,Nullable(String),Dimension,EMPTY
capture_bandwidth_check_executed,AppVSN,String,Dimension,EMPTY
capture_bandwidth_check_executed,EID,UUID,Dimension,EMPTY
capture_bandwidth_check_executed,FTimestamp,DateTime64(3),Dimension,EMPTY
capture_bandwidth_check_executed,Timestamp,DateTime64(3),Dimension,EMPTY
capture_bandwidth_check_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_bandwidth_check_executed,NetworkCheckID,Nullable(UUID),Dimension,EMPTY
capture_camera_switch_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_camera_switch_events,OUID,String,Dimension,EMPTY
capture_camera_switch_events,ProfileID,UUID,Dimension,EMPTY
capture_camera_switch_events,TaskID,UUID,Dimension,EMPTY
capture_camera_switch_events,CaptureID,UUID,Dimension,EMPTY
capture_camera_switch_events,CaptureSessionID,String,Dimension,EMPTY
capture_camera_switch_events,EventType,String,Dimension,EMPTY
capture_camera_switch_events,Universe,String,Dimension,EMPTY
capture_camera_switch_events,FTimestamp,DateTime64(3),Dimension,EMPTY
capture_camera_switch_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_camera_switch_events,AppVSN,String,Dimension,EMPTY
capture_camera_switch_events,EID,UUID,Dimension,EMPTY
capture_create_media_stream_events,TAT,Nullable(UInt16),Metric,EMPTY
capture_create_media_stream_events,OUID,String,Dimension,EMPTY
capture_create_media_stream_events,AVTaskID,UUID,Dimension,EMPTY
capture_create_media_stream_events,ProfileID,UUID,Dimension,EMPTY
capture_create_media_stream_events,CaptureID,UUID,Dimension,EMPTY
capture_create_media_stream_events,CaptureSessionID,UUID,Dimension,EMPTY
capture_create_media_stream_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_create_media_stream_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_create_media_stream_events,AppVSN,Nullable(String),Dimension,EMPTY
capture_create_media_stream_events,EID,String,Dimension,EMPTY
capture_create_media_stream_events,State,String,Dimension,EMPTY
capture_create_media_stream_events,Source,Nullable(String),Dimension,EMPTY
capture_create_media_stream_events,FailureReason,Nullable(String),Dimension,EMPTY
capture_create_media_stream_events,Universe,String,Dimension,EMPTY
capture_create_media_stream_events,FTimestamp,Nullable(DateTime64(3)),Dimension,EMPTY
capture_create_media_stream_events,MSRoomReferenceID,Nullable(UUID),Dimension,EMPTY
capture_customer_remote_video_state,IsMuted,Nullable(UInt8),Metric,EMPTY
capture_customer_remote_video_state,IsRetry,UInt8,Metric,EMPTY
capture_customer_remote_video_state,IsPlayAttempted,Nullable(UInt8),Metric,EMPTY
capture_customer_remote_video_state,OUID,String,Dimension,EMPTY
capture_customer_remote_video_state,AVTaskID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,RoomID,Nullable(UUID),Dimension,EMPTY
capture_customer_remote_video_state,ProfileID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,CaptureID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,AVSessionID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,CaptureSessionID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,ParticipantID,UUID,Dimension,EMPTY
capture_customer_remote_video_state,Timestamp,DateTime64(3),Dimension,EMPTY
capture_customer_remote_video_state,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_customer_remote_video_state,AppVSN,Nullable(String),Dimension,EMPTY
capture_customer_remote_video_state,EID,String,Dimension,EMPTY
capture_customer_remote_video_state,State,String,Dimension,EMPTY
capture_customer_remote_video_state,Universe,String,Dimension,EMPTY
capture_customer_remote_video_state,FTimestamp,Nullable(DateTime64(3)),Dimension,EMPTY
capture_exception_events,LogSequenceNo,Nullable(UInt16),Metric,EMPTY
capture_exception_events,Retransmitted,Nullable(UInt8),Metric,EMPTY
capture_exception_events,OUID,String,Dimension,EMPTY
capture_exception_events,Component,String,Dimension,EMPTY
capture_exception_events,Service,String,Dimension,EMPTY
capture_exception_events,EventType,String,Dimension,EMPTY
capture_exception_events,EventValue,Nullable(String),Dimension,EMPTY
capture_exception_events,ProfileID,Nullable(UUID),Dimension,EMPTY
capture_exception_events,CaptureSessionID,Nullable(String),Dimension,EMPTY
capture_exception_events,ExceptionName,Nullable(String),Dimension,EMPTY
capture_exception_events,ExceptionDescription,Nullable(String),Dimension,EMPTY
capture_exception_events,EID,UUID,Dimension,EMPTY
capture_exception_events,AppVSN,String,Dimension,EMPTY
capture_exception_events,Universe,String,Dimension,EMPTY
capture_exception_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_exception_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_exception_events,ReferenceType,Nullable(String),Dimension,EMPTY
capture_exception_events,ReferenceID,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,CompressionQuality,Nullable(Float32),Metric,EMPTY
capture_executed_image_captures,AttemptedHeight,Nullable(Int64),Metric,EMPTY
capture_executed_image_captures,CapturedHeight,Nullable(Int64),Metric,EMPTY
capture_executed_image_captures,IsFileUpload,Nullable(Int8),Metric,EMPTY
capture_executed_image_captures,OUID,String,Dimension,EMPTY
capture_executed_image_captures,ProfileID,UUID,Dimension,EMPTY
capture_executed_image_captures,CaptureID,UUID,Dimension,EMPTY
capture_executed_image_captures,CaptureSessionID,String,Dimension,EMPTY
capture_executed_image_captures,AVTaskID,Nullable(UUID),Dimension,EMPTY
capture_executed_image_captures,AVSessionID,Nullable(UUID),Dimension,EMPTY
capture_executed_image_captures,TransactionID,String,Dimension,EMPTY
capture_executed_image_captures,FacingMode,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,Timestamp,DateTime64(3),Dimension,EMPTY
capture_executed_image_captures,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_executed_image_captures,APIUsed,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,AttemptedWidth,Nullable(Int64),Dimension,EMPTY
capture_executed_image_captures,CapturedWidth,Nullable(Int64),Dimension,EMPTY
capture_executed_image_captures,FinalStatus,String,Dimension,EMPTY
capture_executed_image_captures,Artifact,String,Dimension,EMPTY
capture_executed_image_captures,ClientName,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,ClientVersion,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,MajorClientVersion,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,OSName,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,OSVersion,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,FEAppVSN,String,Dimension,EMPTY
capture_executed_image_captures,BEAppVSN,String,Dimension,EMPTY
capture_executed_image_captures,Universe,Nullable(String),Dimension,EMPTY
capture_executed_image_captures,InVideoCall,Nullable(Int8),Dimension,EMPTY
capture_executed_image_captures_aggregated,AttemptedHeight,Nullable(Int64),Metric,EMPTY
capture_executed_image_captures_aggregated,Count,Int64,Metric,EMPTY
capture_executed_image_captures_aggregated,OUID,String,Dimension,EMPTY
capture_executed_image_captures_aggregated,ClientName,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,MajorClientVersion,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,OSName,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,OSVersion,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,ActiveVideoCall,Int8,Dimension,EMPTY
capture_executed_image_captures_aggregated,FacingMode,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,APIUsed,Nullable(String),Dimension,EMPTY
capture_executed_image_captures_aggregated,AttemptedWidth,Nullable(Int64),Dimension,EMPTY
capture_executed_image_captures_aggregated,FinalStatus,String,Dimension,EMPTY
capture_executed_image_captures_aggregated,FEAppVSN,String,Dimension,EMPTY
capture_executed_image_captures_aggregated,BEAppVSN,String,Dimension,EMPTY
capture_executed_image_captures_aggregated,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_executed_image_captures_aggregated,Universe,Nullable(String),Dimension,EMPTY
capture_funnel,ProfileID,UUID,Dimension,EMPTY
capture_funnel,CaptureID,UUID,Dimension,EMPTY
capture_funnel,LoggerSessionID,UUID,Dimension,EMPTY
capture_funnel,CaptureSessionID,String,Dimension,EMPTY
capture_funnel,CaptureToken,String,Dimension,EMPTY
capture_funnel,OUID,String,Dimension,EMPTY
capture_funnel,LastPage,String,Dimension,EMPTY
capture_funnel,VisitedPages,Array(String),Dimension,EMPTY
capture_funnel,Timestamp,DateTime64(6),Dimension,EMPTY
capture_funnel,FTimestamp,DateTime64(6),Dimension,EMPTY
